PurchaseOrderID;TaxAmt;Freight;SubTotal;OrderDateID;ShipDateID;DueDateID
1;16.0832;5.026;201.04;20110416;20110425;20110430
2;21.7681;6.8025;272.1015;20110416;20110425;20110430
2;21.7681;6.8025;272.1015;20110416;20110425;20110430
3;707.784;221.1825;8847.3;20110416;20110425;20110430
4;13.6861;4.2769;171.0765;20110416;20110425;20110430
5;1631.784;509.9325;20397.3;20110430;20110509;20110514
6;1170.246;365.7019;14628.075;20110430;20110509;20110514
7;4694.844;1467.1388;58685.55;20110430;20110509;20110514
7;4694.844;1467.1388;58685.55;20110430;20110509;20110514
7;4694.844;1467.1388;58685.55;20110430;20110509;20110514
8;55.4702;17.3345;693.378;20110430;20110509;20110514
8;55.4702;17.3345;693.378;20110430;20110509;20110514
8;55.4702;17.3345;693.378;20110430;20110509;20110514
8;55.4702;17.3345;693.378;20110430;20110509;20110514
8;55.4702;17.3345;693.378;20110430;20110509;20110514
9;55.5332;17.3541;694.1655;20111214;20111223;20111228
9;55.5332;17.3541;694.1655;20111214;20111223;20111228
9;55.5332;17.3541;694.1655;20111214;20111223;20111228
9;55.5332;17.3541;694.1655;20111214;20111223;20111228
9;55.5332;17.3541;694.1655;20111214;20111223;20111228
10;143.6828;44.9009;1796.0355;20111214;20111223;20111228
10;143.6828;44.9009;1796.0355;20111214;20111223;20111228
10;143.6828;44.9009;1796.0355;20111214;20111223;20111228
11;40.0957;12.5299;501.1965;20111214;20111223;20111228
11;40.0957;12.5299;501.1965;20111214;20111223;20111228
11;40.0957;12.5299;501.1965;20111214;20111223;20111228
11;40.0957;12.5299;501.1965;20111214;20111223;20111228
12;2771.538;866.1056;34644.225;20111214;20111223;20111228
13;147.1604;45.9876;1839.5055;20111214;20111223;20111228
13;147.1604;45.9876;1839.5055;20111214;20111223;20111228
13;147.1604;45.9876;1839.5055;20111214;20111223;20111228
14;11.7029;3.6572;146.286;20111214;20111223;20111228
15;8.2051;2.5641;102.564;20111214;20111223;20111228
16;12.0632;3.7698;150.7905;20111214;20111223;20111228
17;1093.554;341.7356;13669.425;20111215;20111224;20111229
17;1093.554;341.7356;13669.425;20111215;20111224;20111229
18;1311.4584;409.8308;16393.23;20111215;20111224;20111229
18;1311.4584;409.8308;16393.23;20111215;20111224;20111229
18;1311.4584;409.8308;16393.23;20111215;20111224;20111229
18;1311.4584;409.8308;16393.23;20111215;20111224;20111229
18;1311.4584;409.8308;16393.23;20111215;20111224;20111229
19;6336.33;1980.1031;79204.125;20111215;20111224;20111229
19;6336.33;1980.1031;79204.125;20111215;20111224;20111229
19;6336.33;1980.1031;79204.125;20111215;20111224;20111229
19;6336.33;1980.1031;79204.125;20111215;20111224;20111229
19;6336.33;1980.1031;79204.125;20111215;20111224;20111229
20;44.1504;13.797;551.88;20111215;20111224;20111229
21;559.02;174.6938;6987.75;20111215;20111224;20111229
21;559.02;174.6938;6987.75;20111215;20111224;20111229
21;559.02;174.6938;6987.75;20111215;20111224;20111229
22;2245.782;701.8069;28072.275;20111215;20111224;20111229
22;2245.782;701.8069;28072.275;20111215;20111224;20111229
23;2984.982;932.8069;37312.275;20111215;20111224;20111229
23;2984.982;932.8069;37312.275;20111215;20111224;20111229
23;2984.982;932.8069;37312.275;20111215;20111224;20111229
24;337.26;105.3938;4215.75;20111215;20111224;20111229
24;337.26;105.3938;4215.75;20111215;20111224;20111229
25;2263.8;707.4375;28297.5;20111215;20111224;20111229
25;2263.8;707.4375;28297.5;20111215;20111224;20111229
26;4.7956;1.4986;59.9445;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
27;57.8088;18.0653;722.61;20111215;20111224;20111229
28;3510.276;1096.9613;43878.45;20111215;20111224;20111229
28;3510.276;1096.9613;43878.45;20111215;20111224;20111229
29;47.4239;14.82;592.7985;20120108;20120117;20120122
29;47.4239;14.82;592.7985;20120108;20120117;20120122
29;47.4239;14.82;592.7985;20120108;20120117;20120122
29;47.4239;14.82;592.7985;20120108;20120117;20120122
29;47.4239;14.82;592.7985;20120108;20120117;20120122
30;1700.16;531.3;21252;20120108;20120117;20120122
30;1700.16;531.3;21252;20120108;20120117;20120122
30;1700.16;531.3;21252;20120108;20120117;20120122
31;11.3929;3.5603;142.4115;20120108;20120117;20120122
32;2303.532;719.8538;28794.15;20120108;20120117;20120122
32;2303.532;719.8538;28794.15;20120108;20120117;20120122
33;33.6924;10.5289;421.155;20120116;20120125;20120130
33;33.6924;10.5289;421.155;20120116;20120125;20120130
33;33.6924;10.5289;421.155;20120116;20120125;20120130
34;102.102;31.9069;1276.275;20120116;20120125;20120130
35;160.314;50.0981;2003.925;20120116;20120125;20120130
36;4068.834;1271.5106;50860.425;20120116;20120125;20120130
36;4068.834;1271.5106;50860.425;20120116;20120125;20120130
36;4068.834;1271.5106;50860.425;20120116;20120125;20120130
37;36.3888;11.3715;454.86;20120116;20120125;20120130
37;36.3888;11.3715;454.86;20120116;20120125;20120130
38;3510.276;1096.9613;43878.45;20120116;20120125;20120130
38;3510.276;1096.9613;43878.45;20120116;20120125;20120130
39;570.57;178.3031;7132.125;20120116;20120125;20120130
40;2267.496;708.5925;28343.7;20120116;20120125;20120130
40;2267.496;708.5925;28343.7;20120116;20120125;20120130
41;1801.338;562.9181;22516.725;20120116;20120125;20120130
42;2771.538;866.1056;34644.225;20120116;20120125;20120130
43;34.2342;10.6982;427.9275;20120116;20120125;20120130
43;34.2342;10.6982;427.9275;20120116;20120125;20120130
43;34.2342;10.6982;427.9275;20120116;20120125;20120130
44;11.4433;3.576;143.0415;20120116;20120125;20120130
45;2255.946;704.9831;28199.325;20120116;20120125;20120130
45;2255.946;704.9831;28199.325;20120116;20120125;20120130
46;297.066;92.8331;3713.325;20120116;20120125;20120130
47;5106.486;1595.7769;63831.075;20120116;20120125;20120130
47;5106.486;1595.7769;63831.075;20120116;20120125;20120130
47;5106.486;1595.7769;63831.075;20120116;20120125;20120130
48;1307.2248;408.5078;16340.31;20120116;20120125;20120130
48;1307.2248;408.5078;16340.31;20120116;20120125;20120130
48;1307.2248;408.5078;16340.31;20120116;20120125;20120130
48;1307.2248;408.5078;16340.31;20120116;20120125;20120130
48;1307.2248;408.5078;16340.31;20120116;20120125;20120130
49;456.918;142.7869;5711.475;20120120;20120129;20120203
50;34.3476;10.7336;429.345;20120120;20120129;20120203
50;34.3476;10.7336;429.345;20120120;20120129;20120203
50;34.3476;10.7336;429.345;20120120;20120129;20120203
51;7.8372;2.4491;97.965;20120120;20120129;20120203
51;7.8372;2.4491;97.965;20120120;20120129;20120203
52;9.1577;2.8618;114.471;20120120;20120129;20120203
53;10.6117;3.3162;132.6465;20120124;20120202;20120207
54;3510.276;1096.9613;43878.45;20120124;20120202;20120207
54;3510.276;1096.9613;43878.45;20120124;20120202;20120207
55;33.516;10.4738;418.95;20120124;20120202;20120207
56;42.0613;13.1442;525.7665;20120124;20120202;20120207
56;42.0613;13.1442;525.7665;20120124;20120202;20120207
56;42.0613;13.1442;525.7665;20120124;20120202;20120207
56;42.0613;13.1442;525.7665;20120124;20120202;20120207
57;36.9432;11.5448;461.79;20120124;20120202;20120207
57;36.9432;11.5448;461.79;20120124;20120202;20120207
58;50.4302;15.7595;630.378;20120124;20120202;20120207
58;50.4302;15.7595;630.378;20120124;20120202;20120207
58;50.4302;15.7595;630.378;20120124;20120202;20120207
58;50.4302;15.7595;630.378;20120124;20120202;20120207
58;50.4302;15.7595;630.378;20120124;20120202;20120207
59;2.966;0.9269;37.0755;20120124;20120202;20120207
60;1724.646;538.9519;21558.075;20120124;20120202;20120207
61;40.567;12.6772;507.087;20120124;20120202;20120207
61;40.567;12.6772;507.087;20120124;20120202;20120207
61;40.567;12.6772;507.087;20120124;20120202;20120207
61;40.567;12.6772;507.087;20120124;20120202;20120207
62;3283.896;1026.2175;41048.7;20120124;20120202;20120207
62;3283.896;1026.2175;41048.7;20120124;20120202;20120207
63;34.3476;10.7336;429.345;20120124;20120202;20120207
63;34.3476;10.7336;429.345;20120124;20120202;20120207
63;34.3476;10.7336;429.345;20120124;20120202;20120207
64;22.3322;6.9788;279.153;20120124;20120202;20120207
64;22.3322;6.9788;279.153;20120124;20120202;20120207
65;3237.696;1011.78;40471.2;20120124;20120202;20120207
65;3237.696;1011.78;40471.2;20120124;20120202;20120207
66;45.0853;14.0892;563.5665;20120124;20120202;20120207
66;45.0853;14.0892;563.5665;20120124;20120202;20120207
66;45.0853;14.0892;563.5665;20120124;20120202;20120207
66;45.0853;14.0892;563.5665;20120124;20120202;20120207
67;4967.424;1552.32;62092.8;20120124;20120202;20120207
67;4967.424;1552.32;62092.8;20120124;20120202;20120207
67;4967.424;1552.32;62092.8;20120124;20120202;20120207
68;475.86;148.7063;5948.25;20120124;20120202;20120207
69;7289.436;2277.9488;91117.95;20120125;20120203;20120208
69;7289.436;2277.9488;91117.95;20120125;20120203;20120208
70;42;13.125;525;20120125;20120203;20120208
70;42;13.125;525;20120125;20120203;20120208
71;160.2947;50.0921;2003.6835;20120125;20120203;20120208
71;160.2947;50.0921;2003.6835;20120125;20120203;20120208
71;160.2947;50.0921;2003.6835;20120125;20120203;20120208
72;2116.422;661.3819;26455.275;20120125;20120203;20120208
72;2116.422;661.3819;26455.275;20120125;20120203;20120208
73;75.5496;23.6093;944.37;20120209;20120218;20120223
74;3567.564;1114.8638;44594.55;20120209;20120218;20120223
74;3567.564;1114.8638;44594.55;20120209;20120218;20120223
75;5027.484;1571.0888;62843.55;20120209;20120218;20120223
75;5027.484;1571.0888;62843.55;20120209;20120218;20120223
75;5027.484;1571.0888;62843.55;20120209;20120218;20120223
76;3027.486;946.0894;37843.575;20120209;20120218;20120223
76;3027.486;946.0894;37843.575;20120209;20120218;20120223
77;2042.502;638.2819;25531.275;20120209;20120218;20120223
78;55.5332;17.3541;694.1655;20120209;20120218;20120223
78;55.5332;17.3541;694.1655;20120209;20120218;20120223
78;55.5332;17.3541;694.1655;20120209;20120218;20120223
78;55.5332;17.3541;694.1655;20120209;20120218;20120223
78;55.5332;17.3541;694.1655;20120209;20120218;20120223
79;10.0598;3.1437;125.748;20120209;20120218;20120223
80;12.0632;3.7698;150.7905;20120209;20120218;20120223
81;44.8006;14.0002;560.007;20120209;20120218;20120223
81;44.8006;14.0002;560.007;20120209;20120218;20120223
81;44.8006;14.0002;560.007;20120209;20120218;20120223
81;44.8006;14.0002;560.007;20120209;20120218;20120223
82;707.784;221.1825;8847.3;20120209;20120218;20120223
83;13.6861;4.2769;171.0765;20120209;20120218;20120223
84;1631.784;509.9325;20397.3;20120209;20120218;20120223
85;1170.246;365.7019;14628.075;20120209;20120218;20120223
86;4694.844;1467.1388;58685.55;20120209;20120218;20120223
86;4694.844;1467.1388;58685.55;20120209;20120218;20120223
86;4694.844;1467.1388;58685.55;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
87;61.8408;19.3253;773.01;20120209;20120218;20120223
88;52.5269;16.4147;656.586;20120209;20120218;20120223
88;52.5269;16.4147;656.586;20120209;20120218;20120223
88;52.5269;16.4147;656.586;20120209;20120218;20120223
88;52.5269;16.4147;656.586;20120209;20120218;20120223
88;52.5269;16.4147;656.586;20120209;20120218;20120223
89;143.6828;44.9009;1796.0355;20120223;20120303;20120308
89;143.6828;44.9009;1796.0355;20120223;20120303;20120308
89;143.6828;44.9009;1796.0355;20120223;20120303;20120308
90;28.6902;8.9657;358.6275;20120223;20120303;20120308
90;28.6902;8.9657;358.6275;20120223;20120303;20120308
90;28.6902;8.9657;358.6275;20120223;20120303;20120308
91;2771.538;866.1056;34644.225;20120223;20120303;20120308
92;20.606;6.4394;257.5755;20120223;20120303;20120308
92;20.606;6.4394;257.5755;20120223;20120303;20120308
93;11.7029;3.6572;146.286;20120227;20120307;20120312
94;8.2051;2.5641;102.564;20120227;20120307;20120312
95;12.0632;3.7698;150.7905;20120227;20120307;20120312
96;1093.554;341.7356;13669.425;20120227;20120307;20120312
96;1093.554;341.7356;13669.425;20120227;20120307;20120312
97;1311.4584;409.8308;16393.23;20120308;20120317;20120322
97;1311.4584;409.8308;16393.23;20120308;20120317;20120322
97;1311.4584;409.8308;16393.23;20120308;20120317;20120322
97;1311.4584;409.8308;16393.23;20120308;20120317;20120322
97;1311.4584;409.8308;16393.23;20120308;20120317;20120322
98;5870.172;1834.4288;73377.15;20120308;20120317;20120322
98;5870.172;1834.4288;73377.15;20120308;20120317;20120322
98;5870.172;1834.4288;73377.15;20120308;20120317;20120322
98;5870.172;1834.4288;73377.15;20120308;20120317;20120322
99;44.1504;13.797;551.88;20120308;20120317;20120322
100;559.02;174.6938;6987.75;20120308;20120317;20120322
100;559.02;174.6938;6987.75;20120308;20120317;20120322
100;559.02;174.6938;6987.75;20120308;20120317;20120322
101;2245.782;701.8069;28072.275;20120308;20120317;20120322
101;2245.782;701.8069;28072.275;20120308;20120317;20120322
102;2831.598;884.8744;35394.975;20120308;20120317;20120322
102;2831.598;884.8744;35394.975;20120308;20120317;20120322
103;272.58;85.1813;3407.25;20120308;20120317;20120322
104;2263.8;707.4375;28297.5;20120308;20120317;20120322
104;2263.8;707.4375;28297.5;20120308;20120317;20120322
105;4.7956;1.4986;59.9445;20120308;20120317;20120322
106;26.6364;8.3239;332.955;20120308;20120317;20120322
106;26.6364;8.3239;332.955;20120308;20120317;20120322
106;26.6364;8.3239;332.955;20120308;20120317;20120322
107;3510.276;1096.9613;43878.45;20120308;20120317;20120322
107;3510.276;1096.9613;43878.45;20120308;20120317;20120322
108;53.9507;16.8596;674.3835;20120308;20120317;20120322
108;53.9507;16.8596;674.3835;20120308;20120317;20120322
108;53.9507;16.8596;674.3835;20120308;20120317;20120322
108;53.9507;16.8596;674.3835;20120308;20120317;20120322
108;53.9507;16.8596;674.3835;20120308;20120317;20120322
109;2511.894;784.9669;31398.675;20120308;20120317;20120322
109;2511.894;784.9669;31398.675;20120308;20120317;20120322
109;2511.894;784.9669;31398.675;20120308;20120317;20120322
109;2511.894;784.9669;31398.675;20120308;20120317;20120322
109;2511.894;784.9669;31398.675;20120308;20120317;20120322
110;11.3929;3.5603;142.4115;20120308;20120317;20120322
111;1538.922;480.9131;19236.525;20120308;20120317;20120322
112;21.7955;6.8111;272.4435;20120308;20120317;20120322
112;21.7955;6.8111;272.4435;20120308;20120317;20120322
113;102.102;31.9069;1276.275;20120309;20120318;20120323
114;160.314;50.0981;2003.925;20120309;20120318;20120323
115;4068.834;1271.5106;50860.425;20120309;20120318;20120323
115;4068.834;1271.5106;50860.425;20120309;20120318;20120323
115;4068.834;1271.5106;50860.425;20120309;20120318;20120323
116;36.3888;11.3715;454.86;20120309;20120318;20120323
116;36.3888;11.3715;454.86;20120309;20120318;20120323
117;3510.276;1096.9613;43878.45;20120309;20120318;20120323
117;3510.276;1096.9613;43878.45;20120309;20120318;20120323
118;570.57;178.3031;7132.125;20120309;20120318;20120323
119;2267.496;708.5925;28343.7;20120309;20120318;20120323
119;2267.496;708.5925;28343.7;20120309;20120318;20120323
120;1801.338;562.9181;22516.725;20120309;20120318;20120323
121;2771.538;866.1056;34644.225;20120309;20120318;20120323
122;21.299;6.656;266.238;20120309;20120318;20120323
122;21.299;6.656;266.238;20120309;20120318;20120323
123;11.4433;3.576;143.0415;20120309;20120318;20120323
124;2255.946;704.9831;28199.325;20120309;20120318;20120323
124;2255.946;704.9831;28199.325;20120309;20120318;20120323
125;297.066;92.8331;3713.325;20120309;20120318;20120323
126;5106.486;1595.7769;63831.075;20120309;20120318;20120323
126;5106.486;1595.7769;63831.075;20120309;20120318;20120323
126;5106.486;1595.7769;63831.075;20120309;20120318;20120323
127;1307.2248;408.5078;16340.31;20120309;20120318;20120323
127;1307.2248;408.5078;16340.31;20120309;20120318;20120323
127;1307.2248;408.5078;16340.31;20120309;20120318;20120323
127;1307.2248;408.5078;16340.31;20120309;20120318;20120323
127;1307.2248;408.5078;16340.31;20120309;20120318;20120323
128;456.918;142.7869;5711.475;20120309;20120318;20120323
129;53.2022;16.6257;665.028;20120314;20120323;20120328
129;53.2022;16.6257;665.028;20120314;20120323;20120328
129;53.2022;16.6257;665.028;20120314;20120323;20120328
129;53.2022;16.6257;665.028;20120314;20120323;20120328
129;53.2022;16.6257;665.028;20120314;20120323;20120328
130;7.8372;2.4491;97.965;20120314;20120323;20120328
130;7.8372;2.4491;97.965;20120314;20120323;20120328
131;9.1577;2.8618;114.471;20120314;20120323;20120328
132;10.6117;3.3162;132.6465;20120314;20120323;20120328
133;3510.276;1096.9613;43878.45;20120328;20120406;20120411
133;3510.276;1096.9613;43878.45;20120328;20120406;20120411
134;33.516;10.4738;418.95;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
